prefix,total_count,entropy,max_byte,max_count,nz
99b4e5a5aee5a594e8,1,0,bf,1,255
99b5,24,2.68872,e5,6,249
99b5e3,4,0,80,4,255
99b5e380,4,0,82,4,255
99b5e38082,4,1,e5,2,254
99b5e38082e5,1,0,b0,1,255
99b5e38082e5b0,1,0,91,1,255
99b5e38082e5b091,1,0,e6,1,255
99b5e38082e5b091e6,1,0,99,1,255
99b5e38082e6,1,0,9c,1,255
99b5e38082e69c,1,0,83,1,255
99b5e38082e69c83,1,0,e2,1,255
99b5e38082e69c83e2,1,0,96,1,255
99b5e4,4,0,ba,4,255
99b5e4ba,4,0,ba,4,255
99b5e4baba,4,0,e6,4,255
99b5e4babae6,2,1,8d,1,254
99b5e4babae68d,1,0,95,1,255
99b5e4babae68d95,1,0,e9,1,255
99b5e4babae68d95e9,1,0,ad,1,255
99b5e4babae6a5,1,0,8a,1,255
99b5e4babae6a58a,1,0,e7,1,255
99b5e4babae6a58ae7,1,0,94,1,255
99b5e5,6,0.918296,b7,4,254
99b5e59f,2,0,8e,2,255
99b5e59f8e,2,0,e8,2,255
99b5e59f8ee8,1,0,a5,1,255
99b5e59f8ee8a5,1,0,bf,1,255
99b5e59f8ee8a5bf,1,0,0a,1,255
99b5e59f8ee8a5bf0a,1,0,e8,1,255
99b5e5b7,4,0,b4,4,255
99b5e5b7b4,4,0,e9,4,255
99b5e5b7b4e9,2,0,82,2,255
99b5e5b7b4e982,2,0,b1,2,255
99b5e5b7b4e982b1,2,0,e4,2,255
99b5e5b7b4e982b1e4,2,0,ba,2,255
99b5e6,2,0,9e,2,255
99b5e69e,2,0,97,2,255
99b5e69e97,2,0,e6,2,255
99b5e69e97e6,1,0,a8,1,255
99b5e69e97e6a8,1,0,b9,1,255
99b5e69e97e6a8b9,1,0,ef,1,255
99b5e69e97e6a8b9ef,1,0,bc,1,255
99b5e7,4,1,9b,2,254
99b5e79b,2,0,9b,2,255
99b5e79b9b,2,0,e9,2,255
99b5e79b9be9,1,0,81,1,255
99b5e79b9be981,1,0,93,1,255
99b5e79b9be98193,1,0,e5,1,255
99b5e79b9be98193e5,1,0,84,1,255
99b5e7b8,2,0,a3,2,255
99b5e7b8a3,2,0,e6,2,255
99b5e7b8a3e6,1,0,9c,1,255
99b5e7b8a3e69c,1,0,89,1,255
99b5e7b8a3e69c89,1,0,e5,1,255
99b5e7b8a3e69c89e5,1,0,b0,1,255
99b5e9,2,0,80,2,255
99b5e980,2,0,81,2,255
99b5e98081,2,0,e9,2,255
99b5e98081e9,1,0,98,1,255
99b5e98081e998,1,0,bf,1,255
99b5e98081e998bf,1,0,e8,1,255
99b5e98081e998bfe8,1,0,96,1,255
99b5ef,2,0,bc,2,255
99b5efbc,2,0,8c,2,255
99b5efbc8c,2,0,e5,2,255
99b5efbc8ce5,1,0,b7,1,255
99b5efbc8ce5b7,1,0,a6,1,255
99b5efbc8ce5b7a6,1,0,e5,1,255
99b5efbc8ce5b7a6e5,1,0,8f,1,255
99b6,2,0,e6,2,255
99b6e6,2,0,bd,2,255
99b6e6bd,2,0,9b,2,255
99b6e6bd9b,2,0,0a,2,255
99b6e6bd9b0a,1,0,0a,1,255
99b6e6bd9b0a0a,1,0,e5,1,255
99b6e6bd9b0a0ae5,1,0,8d,1,255
99b6e6bd9b0a0ae58d,1,0,b7,1,255
99b7,4,1,e7,2,254
99b7e7,2,0,82,2,255
99b7e782,2,0,ba,2,255
99b7e782ba,2,0,e6,2,255
99b7e782bae6,1,0,b1,1,255
99b7e782bae6b1,1,0,a0,1,255
99b7e782bae6b1a0,1,0,ef,1,255
99b7e782bae6b1a0ef,1,0,bc,1,255
99b7ef,2,0,bc,2,255
99b7efbc,2,0,8c,2,255
99b7efbc8c,2,0,e6,2,255
99b7efbc8ce6,1,0,af,1,255
99b7efbc8ce6af,1,0,9b,1,255
99b7efbc8ce6af9b,1,0,e5,1,255
99b7efbc8ce6af9be5,1,0,af,1,255
99b9,8,1.5,e4,4,253
99b9e4,4,1,b8,2,254
99b9e4b8,2,0,8b,2,255
99b9e4b88b,2,0,e5,2,255
99b9e4b88be5,1,0,85,1,255
99b9e4b88be585,1,0,b6,1,255
99b9e4b88be585b6,1,0,e5,1,255
99b9e4b88be585b6e5,1,0,ba,1,255
99b9e4ba,2,0,8e,2,255
99b9e4ba8e,2,0,e6,2,255
99b9e4ba8ee6,1,0,be,1,255
99b9e4ba8ee6be,1,0,97,1,255
99b9e4ba8ee6be97,1,0,ef,1,255
99b9e4ba8ee6be97ef,1,0,bc,1,255
99b9e5,2,0,87,2,255
99b9e587,2,0,ba,2,255
99b9e587ba,2,0,e5,2,255
99b9e587bae5,1,0,85,1,255
99b9e587bae585,1,0,b6,1,255
99b9e587bae585b6,1,0,e5,1,255
99b9e587bae585b6e5,1,0,90,1,255
99b9e8,2,0,a6,2,255
99b9e8a6,2,0,8b,2,255
99b9e8a68b,2,0,e3,2,255
99b9e8a68be3,1,0,80,1,255
99b9e8a68be380,1,0,82,1,255
99b9e8a68be38082,1,0,e7,1,255
99b9e8a68be38082e7,1,0,a7,1,255
99bb,12,2.25163,e5,4,251
99bbe3,2,0,80,2,255
99bbe380,2,0,82,2,255
99bbe38082,2,0,e3,2,255
99bbe38082e3,1,0,80,1,255
99bbe38082e380,1,0,8d,1,255
99bbe38082e3808d,1,0,e6,1,255
99bbe38082e3808de6,1,0,98,1,255
99bbe5,4,1,b2,2,254
99bbe5b2,2,0,b8,2,255
99bbe5b2b8,2,0,e3,2,255
99bbe5b2b8e3,1,0,80,1,255
99bbe5b2b8e380,1,0,82,1,255
99bbe5b2b8e38082,1,0,e8,1,255
99bbe5b2b8e38082e8,1,0,bf,1,255
99bbe5ba,2,0,8a,2,255
99bbe5ba8a,2,0,e8,2,255
99bbe5ba8ae8,1,0,bc,1,255
99bbe5ba8ae8bc,1,0,92,1,255
99bbe5ba8ae8bc92,1,0,0a,1,255
99bbe5ba8ae8bc920a,1,0,e4,1,255
99bbe6,2,0,99,2,255
99bbe699,2,0,82,2,255
99bbe69982,2,0,e7,2,255
99bbe69982e7,1,0,b5,1,255
99bbe69982e7b5,1,0,95,1,255
99bbe69982e7b595,1,0,e6,1,255
99bbe69982e7b595e6,1,0,ad,1,255
99bbe8,2,0,bb,2,255
99bbe8bb,2,0,8a,2,255
99bbe8bb8a,2,0,ef,2,255
99bbe8bb8aef,1,0,bc,1,255
99bbe8bb8aefbc,1,0,8c,1,255
99bbe8bb8aefbc8c,1,0,e8,1,255
99bbe8bb8aefbc8ce8,1,0,ac,1,255
99bbef,2,0,bc,2,255
99bbefbc,2,0,8c,2,255
99bbefbc8c,2,0,e6,2,255
99bbefbc8ce6,1,0,83,1,255
99bbefbc8ce683,1,0,8a,1,255
99bbefbc8ce6838a,1,0,e6,1,255
99bbefbc8ce6838ae6,1,0,9b,1,255
99bc,30,2.50559,e4,6,250
99bce3,2,0,80,2,255
99bce380,2,0,82,2,255
99bce38082,2,0,e8,2,255
99bce38082e8,1,0,87,1,255
99bce38082e887,1,0,aa,1,255
99bce38082e887aa,1,0,e7,1,255
99bce38082e887aae7,1,0,88,1,255
99bce4,6,0.918296,b9,4,254
99bce4b8,2,0,ad,2,255
99bce4b8ad,2,0,0a,2,255
99bce4b8ad0a,1,0,e5,1,255
99bce4b8ad0ae5,1,0,be,1,255
99bce4b8ad0ae5be,1,0,97,1,255
99bce4b8ad0ae5be97,1,0,e4,1,255
99bce4b9,4,1,8b,2,254
99bce4b98b,2,0,e5,2,255
99bce4b98be5,1,0,a5,1,255
99bce4b98be5a5,1,0,b8,1,255
99bce4b98be5a5b8,1,0,ef,1,255
99bce4b98be5a5b8ef,1,0,bc,1,255
99bce4b99f,2,0,e3,2,255
99bce4b99fe3,1,0,80,1,255
99bce4b99fe380,1,0,82,1,255
99bce4b99fe38082,1,0,e3,1,255
99bce4b99fe38082e3,1,0,80,1,255
99bce5,6,1.58496,86,2,253
99bce586,2,0,a2,2,255
99bce586a2,2,0,e3,2,255
99bce586a2e3,1,0,80,1,255
99bce586a2e380,1,0,82,1,255
99bce586a2e38082,1,0,e6,1,255
99bce586a2e38082e6,1,0,8c,1,255
99bce589,2,0,87,2,255
99bce58987,2,0,e9,2,255
99bce58987e9,1,0,a9,1,255
99bce58987e9a9,1,0,97,1,255
99bce58987e9a997,1,0,e3,1,255
99bce58987e9a997e3,1,0,80,1,255
99bce59e,2,0,82,2,255
99bce59e82,2,0,e9,2,255
99bce59e82e9,1,0,ab,1,255
99bce59e82e9ab,1,0,ab,1,255
99bce59e82e9abab,1,0,ef,1,255
99bce59e82e9ababef,1,0,bc,1,255
99bce6,6,1.58496,8e,2,253
99bce68e,2,0,98,2,255
99bce68e98,2,0,e5,2,255
99bce68e98e5,1,0,a2,1,255
99bce68e98e5a2,1,0,b3,1,255
99bce68e98e5a2b3,1,0,ef,1,255
99bce68e98e5a2b3ef,1,0,bc,1,255
99bce6a3,2,0,ba,2,255
99bce6a3ba,2,0,e8,2,255
99bce6a3bae8,1,0,a6,1,255
99bce6a3bae8a6,1,0,96,1,255
99bce6a3bae8a696,1,0,e4,1,255
99bce6a3bae8a696e4,1,0,b9,1,255
99bce6ad,2,0,a3,2,255
99bce6ada3,2,0,e8,2,255
99bce6ada3e8,1,0,88,1,255
99bce6ada3e888,1,0,87,1,255
99bce6ada3e88887,1,0,e5,1,255
99bce6ada3e88887e5,1,0,9c,1,255
99bce7,6,1.58496,81,2,253
99bce781,2,0,ab,2,255
99bce781ab,2,0,e3,2,255
99bce781abe3,1,0,80,1,255
99bce781abe380,1,0,82,1,255
99bce781abe38082,1,0,0a,1,255
99bce781abe380820a,1,0,e5,1,255
99bce796,2,0,bd,2,255
99bce796bd,2,0,e6,2,255
99bce796bde6,1,0,bd,1,255
99bce796bde6bd,1,0,b0,1,255
99bce796bde6bdb0,1,0,ef,1,255
99bce796bde6bdb0ef,1,0,bc,1,255
99bce79b,2,0,86,2,255
99bce79b86,2,0,e5,2,255
99bce79b86e5,1,0,95,1,255
99bce79b86e595,1,0,96,1,255
99bce79b86e59596,1,0,e7,1,255
99bce79b86e59596e7,1,0,b3,1,255
99bcef,4,0,bc,4,255
99bcefbc,4,0,8c,4,255
99bcefbc8c,4,0,e5,4,255
99bcefbc8ce5,2,1,8f,1,254
99bcefbc8ce58f,1,0,88,1,255
99bcefbc8ce58f88,1,0,e4,1,255
99bcefbc8ce58f88e4,1,0,bb,1,255
99bcefbc8ce59b,1,0,9e,1,255
99bcefbc8ce59b9e,1,0,e6,1,255
99bcefbc8ce59b9ee6,1,0,b2,1,255
99bd,132,3.03712,e5,28,246
99bd0a,4,1,e4,2,254
99bd0ae4,2,0,b8,2,255
99bd0ae4b8,2,0,8b,2,255
99bd0ae4b88b,1,0,e5,1,255
99bd0ae4b88be5,1,0,ba,1,255
99bd0ae4b88be5ba,1,0,8a,1,255
99bd0ae4b88be5ba8a,1,0,ef,1,255
99bd0ae9,2,0,b1,2,255
99bd0ae9b1,2,0,89,2,255
99bd0ae9b189,1,0,ef,1,255
99bd0ae9b189ef,1,0,bc,1,255
99bd0ae9b189efbc,1,0,8c,1,255
99bd0ae9b189efbc8c,1,0,e8,1,255
99bde2,4,0,96,4,255
99bde296,4,0,a1,4,255
99bde296a1,4,0,ef,4,255
99bde296a1ef,2,0,bc,2,255
99bde296a1efbc,2,0,8c,2,255
99bde296a1efbc8c,2,1,e8,1,254
99bde296a1efbc8ce8,1,0,a1,1,255
99bde296a1efbc8ce9,1,0,95,1,255
99bde3,6,0,80,6,255
99bde380,6,0,82,6,255
99bde38082,6,0.918296,e5,4,254
99bde38082e4,1,0,be,1,255
99bde38082e4be,1,0,bf,1,255
99bde38082e4bebf,1,0,e9,1,255
99bde38082e4bebfe9,1,0,82,1,255
99bde38082e5,2,1,85,1,254
99bde38082e585,1,0,b6,1,255
99bde38082e585b6,1,0,e5,1,255
99bde38082e585b6e5,1,0,bc,1,255
99bde38082e59f,1,0,8e,1,255
99bde38082e59f8e,1,0,0a,1,255
99bde38082e59f8e0a,1,0,e6,1,255
99bde4,12,0,ba,12,255
99bde4ba,12,1.45915,ba,6,253
99bde4ba8b,2,0,e3,2,255
99bde4ba8be3,1,0,80,1,255
99bde4ba8be380,1,0,82,1,255
99bde4ba8be38082,1,0,e3,1,255
99bde4ba8be38082e3,1,0,80,1,255
99bde4ba91,4,0,ef,4,255
99bde4ba91ef,2,0,bc,2,255
99bde4ba91efbc,2,0,9a,2,255
99bde4ba91efbc9a,2,0,e3,2,255
99bde4ba91efbc9ae3,2,0,80,2,255
99bde4baba,6,0.918296,e5,4,254
99bde4babae3,1,0,80,1,255
99bde4babae380,1,0,82,1,255
99bde4babae38082,1,0,e6,1,255
99bde4babae38082e6,1,0,99,1,255
99bde4babae5,2,0,a7,2,255
99bde4babae5a7,2,0,93,2,255
99bde4babae5a793,2,1,e4,1,254
99bde4babae5a793e4,1,0,bd,1,255
99bde4babae5a793e7,1,0,8e,1,255
99bde5,28,3.09307,b8,8,246
99bde58a,2,0,89,2,255
99bde58a89,2,0,e2,2,255
99bde58a89e2,1,0,96,1,255
99bde58a89e296,1,0,a1,1,255
99bde58a89e296a1,1,0,e4,1,255
99bde58a89e296a1e4,1,0,b9,1,255
99bde58c,2,0,97,2,255
99bde58c97,2,0,e5,2,255
99bde58c97e5,1,0,8d,1,255
99bde58c97e58d,1,0,81,1,255
99bde58c97e58d81,1,0,e9,1,255
99bde58c97e58d81e9,1,0,87,1,255
99bde58d,2,0,80,2,255
99bde58d80,2,0,e7,2,255
99bde58d80e7,1,0,b4,1,255
99bde58d80e7b4,1,0,94,1,255
99bde58d80e7b494,1,0,e4,1,255
99bde58d80e7b494e4,1,0,bd,1,255
99bde58f,2,0,af,2,255
99bde58faf,2,0,e6,2,255
99bde58fafe6,1,0,84,1,255
99bde58fafe684,1,0,9b,1,255
99bde58fafe6849b,1,0,ef,1,255
99bde58fafe6849bef,1,0,bc,1,255
99bde59c,2,0,b0,2,255
99bde59cb0,2,0,e9,2,255
99bde59cb0e9,1,0,9c,1,255
99bde59cb0e99c,1,0,87,1,255
99bde59cb0e99c87,1,0,ef,1,255
99bde59cb0e99c87ef,1,0,bc,1,255
99bde5a4,4,0,aa,4,255
99bde5a4aa,4,0,e5,4,255
99bde5a4aae5,2,0,ae,2,255
99bde5a4aae5ae,2,0,88,2,255
99bde5a4aae5ae88,2,1,e3,1,254
99bde5a4aae5ae88e3,1,0,80,1,255
99bde5a4aae5ae88ef,1,0,bc,1,255
99bde5a6,2,0,82,2,255
99bde5a682,2,0,e9,2,255
99bde5a682e9,1,0,9c,1,255
99bde5a682e99c,1,0,9c,1,255
99bde5a682e99c9c,1,0,e9,1,255
99bde5a682e99c9ce9,1,0,9b,1,255
99bde5a9,2,0,a6,2,255
99bde5a9a6,2,0,ef,2,255
99bde5a9a6ef,1,0,bc,1,255
99bde5a9a6efbc,1,0,8c,1,255
99bde5a9a6efbc8c,1,0,e9,1,255
99bde5a9a6efbc8ce9,1,0,83,1,255
99bde5ae,2,0,b6,2,255
99bde5aeb6,2,0,e5,2,255
99bde5aeb6e5,1,0,9c,1,255
99bde5aeb6e59c,1,0,a8,1,255
99bde5aeb6e59ca8,1,0,e4,1,255
99bde5aeb6e59ca8e4,1,0,ba,1,255
99bde5b8,8,0.811278,b6,6,254
99bde5b883,2,0,0a,2,255
99bde5b8830a,1,0,e8,1,255
99bde5b8830ae8,1,0,a4,1,255
99bde5b8830ae8a4,1,0,b2,1,255
99bde5b8830ae8a4b2,1,0,e3,1,255
99bde5b8b6,6,1.58496,0a,2,253
99bde5b8b60a,1,0,ef,1,255
99bde5b8b60aef,1,0,bc,1,255
99bde5b8b60aefbc,1,0,8c,1,255
99bde5b8b60aefbc8c,1,0,e5,1,255
99bde5b8b6e4,1,0,ba,1,255
99bde5b8b6e4ba,1,0,ba,1,255
99bde5b8b6e4baba,1,0,e5,1,255
99bde5b8b6e4babae5,1,0,91,1,255
99bde5b8b6e8,1,0,80,1,255
99bde5b8b6e880,1,0,85,1,255
99bde5b8b6e88085,1,0,e6,1,255
99bde5b8b6e88085e6,1,0,88,1,255
99bde6,16,2.75,97,4,249
99bde688,2,0,96,2,255
99bde68896,2,0,e9,2,255
99bde68896e9,1,0,bb,1,255
99bde68896e9bb,1,0,83,1,255
99bde68896e9bb83,1,0,ef,1,255
99bde68896e9bb83ef,1,0,bc,1,255
99bde697,4,0,a5,4,255
99bde697a5,4,0,e5,4,255
99bde697a5e5,2,1,9c,1,254
99bde697a5e59c,1,0,a8,1,255
99bde697a5e59ca8,1,0,e5,1,255
99bde697a5e59ca8e5,1,0,bb,1,255
99bde697a5e5b8,1,0,b8,1,255
99bde697a5e5b8b8,1,0,e7,1,255
99bde697a5e5b8b8e7,1,0,87,1,255
99bde699,2,0,9d,2,255
99bde6999d,2,0,e7,2,255
99bde6999de7,1,0,82,1,255
99bde6999de782,1,0,ba,1,255
99bde6999de782ba,1,0,e4,1,255
99bde6999de782bae4,1,0,b9,1,255
99bde69b,2,0,b0,2,255
99bde69bb0,2,0,ef,2,255
99bde69bb0ef,1,0,bc,1,255
99bde69bb0efbc,1,0,9a,1,255
99bde69bb0efbc9a,1,0,e3,1,255
99bde69bb0efbc9ae3,1,0,80,1,255
99bde69d,2,0,8e,2,255
99bde69d8e,2,0,e9,2,255
99bde69d8ee9,1,0,99,1,255
99bde69d8ee999,1,0,a4,1,255
99bde69d8ee999a4,1,0,ef,1,255
99bde69d8ee999a4ef,1,0,bc,1,255
99bde6b0,2,0,b4,2,255
99bde6b0b4,2,0,e7,2,255
99bde6b0b4e7,1,0,b4,1,255
99bde6b0b4e7b4,1,0,a0,1,255
99bde6b0b4e7b4a0,1,0,e5,1,255
99bde6b0b4e7b4a0e5,1,0,a5,1,255
99bde6b2,2,0,88,2,255
99bde6b288,2,0,e5,2,255
99bde6b288e5,1,0,ae,1,255
99bde6b288e5ae,1,0,97,1,255
99bde6b288e5ae97,1,0,ef,1,255
99bde6b288e5ae97ef,1,0,bc,1,255
99bde7,16,2.75,b8,4,249
99bde78b,2,0,97,2,255
99bde78b97,2,0,0a,2,255
99bde78b970a,1,0,ef,1,255
99bde78b970aef,1,0,bc,1,255
99bde78b970aefbc,1,0,8c,1,255
99bde78b970aefbc8c,1,0,e4,1,255
99bde78e,2,0,8b,2,255
99bde78e8b,2,0,0a,2,255
99bde78e8b0a,1,0,e3,1,255
99bde78e8b0ae3,1,0,80,1,255
99bde78e8b0ae380,1,0,82,1,255
99bde78e8b0ae38082,1,0,e7,1,255
99bde799,2,0,bd,2,255
99bde799bd,2,0,e6,2,255
99bde799bde6,1,0,97,1,255
99bde799bde697,1,0,a5,1,255
99bde799bde697a5,1,0,e5,1,255
99bde799bde697a5e5,1,0,9c,1,255
99bde79a,2,0,99,2,255
99bde79a99,2,0,e7,2,255
99bde79a99e7,1,0,ab,1,255
99bde79a99e7ab,1,0,af,1,255
99bde79a99e7abaf,1,0,e6,1,255
99bde79a99e7abafe6,1,0,ad,1,255
99bde7b4,2,0,97,2,255
99bde7b497,2,0,e2,2,255
99bde7b497e2,1,0,96,1,255
99bde7b497e296,1,0,a1,1,255
99bde7b497e296a1,1,0,ef,1,255
99bde7b497e296a1ef,1,0,bc,1,255
99bde7b8,4,0,a3,4,255
99bde7b8a3,4,1,e5,2,254
99bde7b8a3e5,1,0,8c,1,255
99bde7b8a3e58c,1,0,97,1,255
99bde7b8a3e58c97,1,0,e5,1,255
99bde7b8a3e58c97e5,1,0,b1,1,255
99bde7b8a3e6,1,0,b0,1,255
99bde7b8a3e6b0,1,0,91,1,255
99bde7b8a3e6b091,1,0,e9,1,255
99bde7b8a3e6b091e9,1,0,bb,1,255
99bde7bf,2,0,92,2,255
99bde7bf92,2,0,e9,2,255
99bde7bf92e9,1,0,91,1,255
99bde7bf92e991,1,0,bf,1,255
99bde7bf92e991bf,1,0,e9,1,255
99bde7bf92e991bfe9,1,0,bd,1,255
99bde8,8,2,8c,2,252
99bde88c,2,0,83,2,255
99bde88c83,2,0,e5,2,255
99bde88c83e5,1,0,95,1,255
99bde88c83e595,1,0,9f,1,255
99bde88c83e5959f,1,0,ef,1,255
99bde88c83e5959fef,1,0,bc,1,255
99bde894,2,0,a1,2,255
99bde894a1,2,0,e8,2,255
99bde894a1e8,1,0,a9,1,255
99bde894a1e8a9,1,0,a0,1,255
99bde894a1e8a9a0,1,0,e5,1,255
99bde894a1e8a9a0e5,1,0,ae,1,255
99bde89b,2,0,87,2,255
99bde89b87,2,0,e5,2,255
99bde89b87e5,1,0,8b,1,255
99bde89b87e58b,1,0,a2,1,255
99bde89b87e58ba2,1,0,e5,1,255
99bde89b87e58ba2e5,1,0,bc,1,255
99bde8aa,2,0,a4,2,255
99bde8aaa4,2,0,e4,2,255
99bde8aaa4e4,1,0,bb,1,255
99bde8aaa4e4bb,1,0,a5,1,255
99bde8aaa4e4bba5,1,0,e7,1,255
99bde8aaa4e4bba5e7,1,0,87,1,255
99bde9,28,2.55666,a6,12,248
99bde99f,2,0,b3,2,255
99bde99fb3,2,0,e5,2,255
99bde99fb3e5,1,0,a5,1,255
99bde99fb3e5a5,1,0,b8,1,255
99bde99fb3e5a5b8,1,0,e6,1,255
99bde99fb3e5a5b8e6,1,0,83,1,255
99bde9a0,2,0,ad,2,255
99bde9a0ad,2,0,e5,2,255
99bde9a0ade5,1,0,85,1,255
99bde9a0ade585,1,0,ac,1,255
99bde9a0ade585ac,1,0,ef,1,255
99bde9a0ade585acef,1,0,bc,1,255
99bde9a3,2,0,b2,2,255
99bde9a3b2,2,0,e3,2,255
99bde9a3b2e3,1,0,80,1,255
99bde9a3b2e380,1,0,82,1,255
99bde9a3b2e38082,1,0,e5,1,255
99bde9a3b2e38082e5,1,0,a2,1,255
99bde9a6,12,0.650022,ac,10,254
99bde9a6ac,10,1.52193,e6,4,253
99bde9a6ace3,1,0,80,1,255
99bde9a6ace380,1,0,82,1,255
99bde9a6ace38082,1,0,e6,1,255
99bde9a6ace38082e6,1,0,97,1,255
99bde9a6ace6,2,0,ba,2,255
99bde9a6ace6ba,2,0,ba,2,255
99bde9a6ace6baba,2,1,e4,1,254
99bde9a6ace6babae4,1,0,bb,1,255
99bde9a6ace6babaef,1,0,bc,1,255
99bde9a6acef,2,0,bc,2,255
99bde9a6acefbc,2,0,8c,2,255
99bde9a6acefbc8c,2,0,e5,2,255
99bde9a6acefbc8ce5,2,1,89,1,254
99bde9a6b3,2,0,e5,2,255
99bde9a6b3e5,1,0,85,1,255
99bde9a6b3e585,1,0,b6,1,255
99bde9a6b3e585b6,1,0,e3,1,255
99bde9a6b3e585b6e3,1,0,80,1,255
99bde9b7,2,0,ba,2,255
99bde9b7ba,2,0,e3,2,255
99bde9b7bae3,1,0,80,1,255
99bde9b7bae380,1,0,82,1,255
99bde9b7bae38082,1,0,e9,1,255
99bde9b7bae38082e9,1,0,a3,1,255
99bde9b9,2,0,bf,2,255
99bde9b9bf,2,0,ef,2,255
99bde9b9bfef,1,0,bc,1,255
99bde9b9bfefbc,1,0,8c,1,255
99bde9b9bfefbc8c,1,0,e5,1,255
99bde9b9bfefbc8ce5,1,0,b0,1,255
99bde9bb,2,0,91,2,255
99bde9bb91,2,0,e5,2,255
99bde9bb91e5,1,0,88,1,255
99bde9bb91e588,1,0,86,1,255
99bde9bb91e58886,1,0,e6,1,255
99bde9bb91e58886e6,1,0,98,1,255
99bde9be,4,0,9c,4,255
99bde9be9c,4,1,e5,2,254
99bde9be9ce5,1,0,ad,1,255
99bde9be9ce5ad,1,0,90,1,255
99bde9be9ce5ad90,1,0,ef,1,255
99bde9be9ce5ad90ef,1,0,bc,1,255
99bde9be9cef,1,0,bc,1,255
99bde9be9cefbc,1,0,8c,1,255
99bde9be9cefbc8c,1,0,e7,1,255
99bde9be9cefbc8ce7,1,0,94,1,255
99bdef,10,0,bc,10,255
99bdefbc,10,0,8c,10,255
99bdefbc8c,10,1.52193,e5,4,253
99bdefbc8ce4,1,0,ba,1,255
99bdefbc8ce4ba,1,0,a1,1,255
99bdefbc8ce4baa1,1,0,e5,1,255
99bdefbc8ce4baa1e5,1,0,85,1,255
99bdefbc8ce5,2,1,96,1,254
99bdefbc8ce596,1,0,84,1,255
99bdefbc8ce59684,1,0,e8,1,255
99bdefbc8ce59684e8,1,0,aa,1,255
99bdefbc8ce5be,1,0,80,1,255
99bdefbc8ce5be80,1,0,e8,1,255
99bdefbc8ce5be80e8,1,0,a6,1,255
99bdefbc8ce9,2,1,81,1,254
99bdefbc8ce981,1,0,82,1,255
99bdefbc8ce98182,1,0,e8,1,255
99bdefbc8ce98182e8,1,0,88,1,255
99bdefbc8ce995,1,0,b7,1,255
99bdefbc8ce995b7,1,0,e4,1,255
99bdefbc8ce995b7e4,1,0,b8,1,255
99be,34,2.25691,e4,10,251
99bee4,10,0.970951,ba,6,254
99bee4b8,4,0,87,4,255
99bee4b887,4,1,e9,2,254
99bee4b887e9,1,0,8c,1,255
99bee4b887e98c,1,0,a2,1,255
99bee4b887e98ca2,1,0,e8,1,255
99bee4b887e98ca2e8,1,0,b2,1,255
99bee4b887ef,1,0,bc,1,255
99bee4b887efbc,1,0,8c,1,255
99bee4b887efbc8c,1,0,e6,1,255
99bee4b887efbc8ce6,1,0,84,1,255
99bee4ba,6,0,ba,6,255
99bee4baba,6,1.58496,e4,2,253
99bee4babae4,1,0,bb,1,255
99bee4babae4bb,1,0,97,1,255
99bee4babae4bb97,1,0,ef,1,255
99bee4babae4bb97ef,1,0,bc,1,255
99bee4babae5,1,0,90,1,255
99bee4babae590,1,0,8c,1,255
99bee4babae5908c,1,0,e8,1,255
99bee4babae5908ce8,1,0,81,1,255
99bee4babaef,1,0,bc,1,255
99bee4babaefbc,1,0,8c,1,255
99bee4babaefbc8c,1,0,e9,1,255
99bee4babaefbc8ce9,1,0,a6,1,255
99bee5,4,0,a7,4,255
99bee5a7,4,0,93,4,255
99bee5a793,4,1,e6,2,254
99bee5a793e6,1,0,ad,1,255
99bee5a793e6ad,1,0,b2,1,255
99bee5a793e6adb2,1,0,e6,1,255
99bee5a793e6adb2e6,1,0,99,1,255
99bee5a793e7,1,0,9a,1,255
99bee5a793e79a,1,0,86,1,255
99bee5a793e79a86,1,0,e7,1,255
99bee5a793e79a86e7,1,0,9c,1,255
99bee6,8,2,95,2,252
99bee695,2,0,b8,2,255
99bee695b8,2,0,ef,2,255
99bee695b8ef,1,0,bc,1,255
99bee695b8efbc,1,0,8c,1,255
99bee695b8efbc8c,1,0,e6,1,255
99bee695b8efbc8ce6,1,0,97,1,255
99bee696,2,0,9b,2,255
99bee6969b,2,0,e2,2,255
99bee6969be2,1,0,96,1,255
99bee6969be296,1,0,a1,1,255
99bee6969be296a1,1,0,ef,1,255
99bee6969be296a1ef,1,0,bc,1,255
99bee697,2,0,a5,2,255
99bee697a5,2,0,e4,2,255
99bee697a5e4,1,0,b8,1,255
99bee697a5e4b8,1,0,ad,1,255
99bee697a5e4b8ad,1,0,ef,1,255
99bee697a5e4b8adef,1,0,bc,1,255
99bee6ad,2,0,a5,2,255
99bee6ada5,2,0,0a,2,255
99bee6ada50a,1,0,ef,1,255
99bee6ada50aef,1,0,bc,1,255
99bee6ada50aefbc,1,0,8c,1,255
99bee6ada50aefbc8c,1,0,e4,1,255
99bee8,6,0.918296,a8,4,254
99bee880,2,0,8c,2,255
99bee8808c,2,0,e5,2,255
99bee8808ce5,1,0,8e,1,255
99bee8808ce58e,1,0,bb,1,255
99bee8808ce58ebb,1,0,e3,1,255
99bee8808ce58ebbe3,1,0,80,1,255
99bee8a8,4,0,b1,4,255
99bee8a8b1,4,1,e5,2,254
99bee8a8b1e5,1,0,b9,1,255
